"Habit","Observation_ID","Observation_Label","PlotPlant_ID","AcTaxon","Genus","specific_epithet","subsp","var","Module","Submodule","Field","f1","f2","f3","Shrub","s1","s2","s3","Subcanopy","scf","scs1","scs2","scs3","sct1","sct2","sct3","Tree","tf","ts1","ts2","ts3","t1","t2","t3","t4","diam10cmCount","hourstamp","Transect_Position","BA","Biomass","Fmin","Fmax","Smin","Smax","SCmin","SCmax","Tmin","Tmax","Original_Field","Original_Shrub","Original_Subcanopy","Original_Tree","Dmin","Dmax","Hmin","Hmax","Simple"
"SBD2","GRR.GJS.2012.23","S12053101","GRR.GJS.2012.23.AllAll.Cornus.racemosa..","Cornus racemosa","Cornus","racemosa",NA,NA,"All","All",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012101211,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2012.36","S12062503","GRR.GJS.2012.36.AllAll.Cornus.obliqua..","Cornus obliqua","Cornus","obliqua",NA,NA,"All","All",0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012102416,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.SWAll.Cornus.stolonifera..","Cornus alba","Cornus","stolonifera",NA,NA,"SW","All",0,0,0,0,48.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021614.21,0,NA,0,NA,NA,1,2,NA,NA,NA,NA,0,10,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2020.13","s20200611.01","GRR.GJS.2020.13.AllAll.Lindera.benzoin..","Lindera benzoin","Lindera","benzoin",NA,NA,"All","All",0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020063010.45,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,2,0,0,NA,NA,NA,3,"Deciduous"
"SBD2","GRR.GJS.2019.17","s20190905.04","GRR.GJS.2019.17.AllAll.Cornus.obliqua..","Cornus obliqua","Cornus","obliqua",NA,NA,"All","All",0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019101115.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2018.3","gs20180816.01","GRR.GJS.2018.3.AllAll.Lindera.benzoin..","Lindera benzoin","Lindera","benzoin",NA,NA,"All","All",0,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018082414.35,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2018.4","gs20180816.02","GRR.GJS.2018.4.AllAll.Lonicera.morrowii..","Lonicera morrowii","Lonicera","morrowii",NA,NA,"All","All",0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018082414.43,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2020.13","s20200611.01","GRR.GJS.2020.13.AllAll.Vaccinium.corymbosum..","Vaccinium corymbosum","Vaccinium","corymbosum",NA,NA,"All","All",1.8,0,0,0,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020063010.19,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,20,0,0,NA,NA,NA,3,"Deciduous"
"SBD2","GRR.GJS.2014.40","W14090802","GRR.GJS.2014.40.AllAll.Sambucus.canadensis..","Sambucus nigra","Sambucus","canadensis",NA,NA,"All","All",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2014091610,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2020.14","s20200701.01","GRR.GJS.2020.14.AllAll.Lindera.benzoin..","Lindera benzoin","Lindera","benzoin",NA,NA,"All","All",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020070213.42,0,NA,NA,NA,NA,0.5,3,NA,NA,NA,NA,0,2,0,0,NA,NA,0.5,3,"Deciduous"
"SBD2","GRR.GJS.2017.23","es20170823.03","GRR.GJS.2017.23.AllAll.Lindera.benzoin..","Lindera benzoin","Lindera","benzoin",NA,NA,"All","All",0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2017083009.1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.2011.GJS.12","Barry County - Houghton swamp","GRR.2011.GJS.12.All.All.Ribes.cynosbati..","Ribes cynosbati","Ribes","cynosbati",NA,NA,"All","All",0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2011072713,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2018.17","gs20180830.03","GRR.GJS.2018.17.AllAll.Rosa.multiflora..","Rosa multiflora","Rosa","multiflora",NA,NA,"All","All",0,0,0,0,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018090515.46,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.30","DSP RR3","GRR.GJS.2015.30.SEA.Sambucus.canadensis..","Sambucus nigra","Sambucus","canadensis",NA,NA,"SE","A",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021114.15,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.2011.GJS.12","Barry County - Houghton swamp","GRR.2011.GJS.12.All.All.Zanthoxylum.americanum..","Zanthoxylum americanum","Zanthoxylum","americanum",NA,NA,"All","All",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2011072713,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2020.15","s20200710.01","GRR.GJS.2020.15.AllAll.Hypericum.kalmianum..","Hypericum kalmianum","Hypericum","kalmianum",NA,NA,"All","All",0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020071409.51,0,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,0.3,"Deciduous"
"SBD2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SWA.Lindera.benzoin..","Lindera benzoin","Lindera","benzoin",NA,NA,"SW","A",0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082817.23,0,NA,0,NA,NA,1,2,NA,NA,NA,NA,0,5,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.30","DSP RR3","GRR.GJS.2015.30.SEAll.Cornus.stolonifera..","Cornus alba","Cornus","stolonifera",NA,NA,"SE","All",0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021114.24,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NWAll.Elaeagnus.umbellata..","Elaeagnus umbellata","Elaeagnus","umbellata",NA,NA,"NW","All",0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083111.3,0,NA,0,NA,NA,0.5,1,NA,NA,NA,NA,0,0.2,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.20","DSP RF1","GRR.GJS.2015.20.NEA.Vaccinium.corymbosum..","Vaccinium corymbosum","Vaccinium","corymbosum",NA,NA,"NE","A",0,0,0,0,6.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082516,0,NA,0,NA,NA,1,2,NA,NA,NA,NA,0,10,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.NEAll.Sambucus.canadensis..","Sambucus nigra","Sambucus","canadensis",NA,NA,"NE","All",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090313.4,0,NA,0,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.NWAll.Ribes...","Ribes","Ribes",NA,NA,NA,"NW","All",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090311.38,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NWAll.Rosa.multiflora..","Rosa multiflora","Rosa","multiflora",NA,NA,"NW","All",0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083113.58,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.5,0,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2018.4","gs20180816.02","GRR.GJS.2018.4.AllAll.Lindera.benzoin..","Lindera benzoin","Lindera","benzoin",NA,NA,"All","All",0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018082414.42,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2019.22","s20190701.01","GRR.GJS.2019.22.AllAll.Cornus.obliqua..","Cornus obliqua","Cornus","obliqua",NA,NA,"All","All",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019121008.51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2012.31","S12060701","GRR.GJS.2012.31.AllAll.Cornus.sericea..","Cornus alba","Cornus","sericea",NA,NA,"All","All",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012102508,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2014.40","W14090802","GRR.GJS.2014.40.AllAll.Cephalanthus.occidentalis..","Cephalanthus occidentalis","Cephalanthus","occidentalis",NA,NA,"All","All",0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2014091610,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2012.25","S12060402","GRR.GJS.2012.25.AllAll.Salix.sericea..","Salix sericea","Salix","sericea",NA,NA,"All","All",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012101212,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.SWA.Vaccinium.corymbosum..","Vaccinium corymbosum","Vaccinium","corymbosum",NA,NA,"SW","A",0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082817.19,0,NA,0,NA,NA,0.5,1,NA,NA,NA,NA,0,0.2,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.NEAll.Cornus.racemosa..","Cornus racemosa","Cornus","racemosa",NA,NA,"NE","All",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090214.24,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2020.14","s20200701.01","GRR.GJS.2020.14.AllAll.Vaccinium.corymbosum..","Vaccinium corymbosum","Vaccinium","corymbosum",NA,NA,"All","All",0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020070214.39,0,NA,NA,NA,NA,0.5,2,NA,NA,NA,NA,0,1,0,0,NA,NA,0.5,2,"Deciduous"
"SBD2","GRR.GJS.2018.28","gs20180919.04","GRR.GJS.2018.28.AllAll.Sambucus.canadensis..","Sambucus nigra","Sambucus","canadensis",NA,NA,"All","All",0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018100507.53,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2012.34","S12062501","GRR.GJS.2012.34.AllAll.Salix...","Salix","Salix",NA,NA,NA,"All","All",0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012102415,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2016.59","2016MI045005","GRR.GJS.2016.59.AllAll.Cornus.stolonifera..","Cornus alba","Cornus","stolonifera",NA,NA,"All","All",0,0,0,0,52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016111413.46,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2020.13","s20200611.01","GRR.GJS.2020.13.AllAll.Cornus.racemosa..","Cornus racemosa","Cornus","racemosa",NA,NA,"All","All",0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020063011.52,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,2,0,0,NA,NA,NA,2,"Deciduous"
"SBD2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.NEAll.Salix...","Salix","Salix",NA,NA,NA,"NE","All",0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090314.57,0,NA,0,NA,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2016.59","2016MI045005","GRR.GJS.2016.59.AllAll.Rosa.multiflora..","Rosa multiflora","Rosa","multiflora",NA,NA,"All","All",0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016111413.46,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2017.8","es20170731.02","GRR.GJS.2017.8.AllAll.Lindera.benzoin..","Lindera benzoin","Lindera","benzoin",NA,NA,"All","All",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2017080413.07,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NWAll.Prunus.virginiana..","Prunus virginiana","Prunus","virginiana",NA,NA,"NW","All",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015083113.58,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.NEA.Cornus.stolonifera..","Cornus alba","Cornus","stolonifera",NA,NA,"NE","A",0,0,0,0,22.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021611.46,0,NA,0,NA,NA,1,2,NA,NA,NA,NA,0,4,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.NWAll.Vaccinium.corymbosum..","Vaccinium corymbosum","Vaccinium","corymbosum",NA,NA,"NW","All",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090311.19,0,NA,0,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2019.22","s20190701.01","GRR.GJS.2019.22.AllAll.Sambucus.canadensis..","Sambucus nigra","Sambucus","canadensis",NA,NA,"All","All",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019121008.51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.SEAll.Corylus.americana..","Corylus americana","Corylus","americana",NA,NA,"SE","All",0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090215.05,0,NA,0,NA,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2020.16","s20200710.02","GRR.GJS.2020.16.AllAll.Dasiphora.fruticosa..","Dasiphora fruticosa","Dasiphora","fruticosa",NA,NA,"All","All",2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020071410.06,0,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,0.5,"Deciduous"
"SBD2","GRR.GJS.2015.20","DSP RF1","GRR.GJS.2015.20.NWAll.Lindera.benzoin..","Lindera benzoin","Lindera","benzoin",NA,NA,"NW","All",0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082615.19,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2016.32","2016MI067010","GRR.GJS.2016.32.AllAll.Cephalanthus.occidentalis..","Cephalanthus occidentalis","Cephalanthus","occidentalis",NA,NA,"All","All",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016103115.33,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2020.14","s20200701.01","GRR.GJS.2020.14.AllAll.Ribes.americanum..","Ribes americanum","Ribes","americanum",NA,NA,"All","All",0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020070214.4,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0.2,0,0,NA,NA,NA,1,"Deciduous"
"SBD2","GRR.GJS.2020.16","s20200710.02","GRR.GJS.2020.16.AllAll.Cornus.obliqua..","Cornus obliqua","Cornus","obliqua",NA,NA,"All","All",0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020071410.36,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,1,"Deciduous"
"SBD2","GRR.GJS.2016.59","2016MI045005","GRR.GJS.2016.59.AllAll.Cornus.racemosa..","Cornus racemosa","Cornus","racemosa",NA,NA,"All","All",0,0,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016111413.47,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2012.25","S12060402","GRR.GJS.2012.25.AllAll.Salix.myricoides..","Salix myricoides","Salix","myricoides",NA,NA,"All","All",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012101214,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.21","DSP RF3","GRR.GJS.2015.21.SEA.Viburnum.opulus..americanum","Viburnum opulus","Viburnum","opulus",NA,"americanum","SE","A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090312.03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.23","Page Creek Fen","GRR.GJS.2015.23.NEAll.Cornus.racemosa..","Cornus racemosa","Cornus","racemosa",NA,NA,"NE","All",0,0,0,0,31.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2016021611.51,0,NA,0,NA,NA,1,2,NA,NA,NA,NA,0,6,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.24","Lamberton Lake Fen","GRR.GJS.2015.24.NWAll.Cornus.racemosa..","Cornus racemosa","Cornus","racemosa",NA,NA,"NW","All",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082717.04,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2020.15","s20200710.01","GRR.GJS.2020.15.AllAll.Dasiphora.fruticosa..","Dasiphora fruticosa","Dasiphora","fruticosa",NA,NA,"All","All",60.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020071409.49,0,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,50,0,0,0,NA,NA,NA,0.3,"Deciduous"
"SBD2","GRR.GJS.2015.22","DSP RF2","GRR.GJS.2015.22.NEAll.Elaeagnus.umbellata..","Elaeagnus umbellata","Elaeagnus","umbellata",NA,NA,"NE","All",0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082816.35,0,NA,0,NA,NA,1,2,NA,NA,NA,NA,0,0.5,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.25","DSP RR1","GRR.GJS.2015.25.NWA.Cornus.racemosa..","Cornus racemosa","Cornus","racemosa",NA,NA,"NW","A",0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015090316.06,0,NA,0,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2017.19","es20170808.01","GRR.GJS.2017.19.AllAll.Lindera.benzoin..","Lindera benzoin","Lindera","benzoin",NA,NA,"All","All",0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2017082211.21,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2020.14","s20200701.01","GRR.GJS.2020.14.AllAll.Aronia.prunifolia..","Aronia prunifolia","Aronia","prunifolia",NA,NA,"All","All",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020070213.44,0,NA,NA,NA,NA,0.5,2,NA,NA,NA,NA,0,2,0,0,NA,NA,0.5,2,"Deciduous"
"SBD2","GRR.GJS.2015.20","DSP RF1","GRR.GJS.2015.20.SWA.Lindera.benzoin..","Lindera benzoin","Lindera","benzoin",NA,NA,"SW","A",0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082613.11,0,NA,0,0.1,0.25,NA,NA,NA,NA,NA,NA,0.2,0,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2018.5","gs20180816.03","GRR.GJS.2018.5.AllAll.Rosa.multiflora..","Rosa multiflora","Rosa","multiflora",NA,NA,"All","All",0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018082414.48,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2012.36","S12062503","GRR.GJS.2012.36.AllAll.Dasiphora.fruticosa..","Dasiphora fruticosa","Dasiphora","fruticosa",NA,NA,"All","All",0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012102415,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.20","DSP RF1","GRR.GJS.2015.20.NWA.Vaccinium.corymbosum..","Vaccinium corymbosum","Vaccinium","corymbosum",NA,NA,"NW","A",0,0,0,0,0.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082614.04,0,NA,0,NA,NA,0.5,2,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2015.20","DSP RF1","GRR.GJS.2015.20.SWAll.Vaccinium.corymbosum..","Vaccinium corymbosum","Vaccinium","corymbosum",NA,NA,"SW","All",0,0,0,0,1.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2015082613.13,0,NA,0,NA,NA,0.5,2,NA,NA,NA,NA,0,2,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2017.23","es20170823.03","GRR.GJS.2017.23.AllAll.Cephalanthus.occidentalis..","Cephalanthus occidentalis","Cephalanthus","occidentalis",NA,NA,"All","All",0,0,0,0,46.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2017083009.07,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0,0,NA,NA,NA,NA,"Deciduous"
"SBD2","GRR.GJS.2020.14","s20200701.01","GRR.GJS.2020.14.AllAll.Rhamnus.alnifolia..","Rhamnus alnifolia","Rhamnus","alnifolia",NA,NA,"All","All",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2020070213.43,0,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,0,2,0,0,NA,NA,0.5,1,"Deciduous"
